Requirement already satisfied: compressai in /home/egb11/.local/lib/python3.10/site-packages (1.2.8)
Requirement already satisfied: einops in /home/egb11/.local/lib/python3.10/site-packages (from compressai) (0.8.2)
Requirement already satisfied: matplotlib in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from compressai) (3.7.2)
Requirement already satisfied: numpy<2.0,>=1.21.0 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from compressai) (1.24.3)
Requirement already satisfied: pandas in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from compressai) (2.0.3)
Requirement already satisfied: pybind11>=2.6.0 in /home/egb11/.local/lib/python3.10/site-packages (from compressai) (3.0.2)
Requirement already satisfied: pytorch-msssim in /home/egb11/.local/lib/python3.10/site-packages (from compressai) (1.0.0)
Requirement already satisfied: scipy in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from compressai) (1.11.1)
Requirement already satisfied: setuptools>=68 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from compressai) (68.0.0)
Requirement already satisfied: tomli>=2.2.1 in /home/egb11/.local/lib/python3.10/site-packages (from compressai) (2.4.0)
Requirement already satisfied: torch-geometric>=2.3.0 in /home/egb11/.local/lib/python3.10/site-packages (from compressai) (2.7.0)
Requirement already satisfied: torch>=1.13.1 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from compressai) (2.1.2)
Requirement already satisfied: torchvision in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from compressai) (0.16.2)
Requirement already satisfied: tqdm in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from compressai) (4.65.0)
Requirement already satisfied: typing-extensions>=4.0.0 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from compressai) (4.15.0)
Requirement already satisfied: wheel>=0.32.0 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from compressai) (0.38.4)
Requirement already satisfied: filelock in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from torch>=1.13.1->compressai) (3.9.0)
Requirement already satisfied: sympy in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from torch>=1.13.1->compressai) (1.11.1)
Requirement already satisfied: networkx in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from torch>=1.13.1->compressai) (3.1)
Requirement already satisfied: jinja2 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from torch>=1.13.1->compressai) (3.1.2)
Requirement already satisfied: fsspec in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from torch>=1.13.1->compressai) (2025.3.0)
Requirement already satisfied: aiohttp in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from torch-geometric>=2.3.0->compressai) (3.8.5)
Requirement already satisfied: psutil>=5.8.0 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from torch-geometric>=2.3.0->compressai) (5.9.0)
Requirement already satisfied: pyparsing in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from torch-geometric>=2.3.0->compressai) (3.0.9)
Requirement already satisfied: requests in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from torch-geometric>=2.3.0->compressai) (2.31.0)
Requirement already satisfied: xxhash in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from torch-geometric>=2.3.0->compressai) (2.0.2)
Requirement already satisfied: attrs>=17.3.0 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from aiohttp->torch-geometric>=2.3.0->compressai) (22.1.0)
Requirement already satisfied: charset-normalizer<4.0,>=2.0 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from aiohttp->torch-geometric>=2.3.0->compressai) (2.0.4)
Requirement already satisfied: multidict<7.0,>=4.5 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from aiohttp->torch-geometric>=2.3.0->compressai) (6.0.2)
Requirement already satisfied: async-timeout<5.0,>=4.0.0a3 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from aiohttp->torch-geometric>=2.3.0->compressai) (4.0.2)
Requirement already satisfied: yarl<2.0,>=1.0 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from aiohttp->torch-geometric>=2.3.0->compressai) (1.8.1)
Requirement already satisfied: frozenlist>=1.1.1 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from aiohttp->torch-geometric>=2.3.0->compressai) (1.3.3)
Requirement already satisfied: aiosignal>=1.1.2 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from aiohttp->torch-geometric>=2.3.0->compressai) (1.2.0)
Requirement already satisfied: idna>=2.0 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from yarl<2.0,>=1.0->aiohttp->torch-geometric>=2.3.0->compressai) (3.4)
Requirement already satisfied: MarkupSafe>=2.0 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from jinja2->torch>=1.13.1->compressai) (2.1.1)
Requirement already satisfied: contourpy>=1.0.1 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from matplotlib->compressai) (1.0.5)
Requirement already satisfied: cycler>=0.10 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from matplotlib->compressai) (0.11.0)
Requirement already satisfied: fonttools>=4.22.0 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from matplotlib->compressai) (4.25.0)
Requirement already satisfied: kiwisolver>=1.0.1 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from matplotlib->compressai) (1.4.4)
Requirement already satisfied: packaging>=20.0 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from matplotlib->compressai) (23.1)
Requirement already satisfied: pillow>=6.2.0 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from matplotlib->compressai) (9.4.0)
Requirement already satisfied: python-dateutil>=2.7 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from matplotlib->compressai) (2.8.2)
Requirement already satisfied: six>=1.5 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from python-dateutil>=2.7->matplotlib->compressai) (1.16.0)
Requirement already satisfied: pytz>=2020.1 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from pandas->compressai) (2023.3.post1)
Requirement already satisfied: tzdata>=2022.1 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from pandas->compressai) (2023.3)
Requirement already satisfied: urllib3<3,>=1.21.1 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from requests->torch-geometric>=2.3.0->compressai) (1.26.16)
Requirement already satisfied: certifi>=2017.4.17 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from requests->torch-geometric>=2.3.0->compressai) (2023.11.17)
Requirement already satisfied: mpmath>=0.19 in /apps/sw/miniconda/envs/ai-4/lib/python3.10/site-packages (from sympy->torch>=1.13.1->compressai) (1.3.0)

[notice] A new release of pip is available: 25.1.1 -> 26.0.1
[notice] To update, run: pip install --upgrade pip
Compression Focus: Loaded 10000 images (Offset: 20000)
Resuming from Epoch 19: ./checkpoints/student_epoch_15_imgs_60000.pth

--- Epoch 16 | Focus: Compression Ratio (BPP) ---
Step [0/1250] | Loss: 1.7011 | BPP: 0.7759 | MSE: 0.00043
Step [20/1250] | Loss: 1.9928 | BPP: 0.6650 | MSE: 0.00035
Step [40/1250] | Loss: 1.3601 | BPP: 0.6389 | MSE: 0.00054
Step [60/1250] | Loss: 1.6600 | BPP: 0.6299 | MSE: 0.00102
Step [80/1250] | Loss: 1.7572 | BPP: 0.5282 | MSE: 0.00076
Step [100/1250] | Loss: 1.5896 | BPP: 0.4628 | MSE: 0.00063
Step [120/1250] | Loss: 1.5259 | BPP: 0.4126 | MSE: 0.00073
Step [140/1250] | Loss: 1.4200 | BPP: 0.4128 | MSE: 0.00080
Step [160/1250] | Loss: 1.2687 | BPP: 0.4028 | MSE: 0.00113
Step [180/1250] | Loss: 1.2359 | BPP: 0.3574 | MSE: 0.00078
Step [200/1250] | Loss: 1.0887 | BPP: 0.3177 | MSE: 0.00099
Step [220/1250] | Loss: 1.2288 | BPP: 0.3435 | MSE: 0.00131
Step [240/1250] | Loss: 1.2860 | BPP: 0.3196 | MSE: 0.00193
Step [260/1250] | Loss: 1.0369 | BPP: 0.2869 | MSE: 0.00086
Step [280/1250] | Loss: 1.2834 | BPP: 0.2684 | MSE: 0.00094
Step [300/1250] | Loss: 1.2911 | BPP: 0.2706 | MSE: 0.00095
Step [320/1250] | Loss: 1.0249 | BPP: 0.2648 | MSE: 0.00135
Step [340/1250] | Loss: 1.4047 | BPP: 0.2475 | MSE: 0.00092
Step [360/1250] | Loss: 1.4099 | BPP: 0.2467 | MSE: 0.00101
Step [380/1250] | Loss: 1.1644 | BPP: 0.2715 | MSE: 0.00138
Step [400/1250] | Loss: 1.4724 | BPP: 0.2444 | MSE: 0.00108
Step [420/1250] | Loss: 1.3697 | BPP: 0.2412 | MSE: 0.00107
Step [440/1250] | Loss: 1.0129 | BPP: 0.2647 | MSE: 0.00158
Step [460/1250] | Loss: 1.3406 | BPP: 0.2130 | MSE: 0.00150
Step [480/1250] | Loss: 1.2606 | BPP: 0.2356 | MSE: 0.00144
Step [500/1250] | Loss: 1.0205 | BPP: 0.2296 | MSE: 0.00153
Step [520/1250] | Loss: 0.8989 | BPP: 0.2186 | MSE: 0.00122
Step [540/1250] | Loss: 1.1914 | BPP: 0.2356 | MSE: 0.00142
Step [560/1250] | Loss: 1.0178 | BPP: 0.1846 | MSE: 0.00095
Step [580/1250] | Loss: 1.4907 | BPP: 0.2395 | MSE: 0.00140
Step [600/1250] | Loss: 1.2480 | BPP: 0.2073 | MSE: 0.00113
Step [620/1250] | Loss: 1.4333 | BPP: 0.2285 | MSE: 0.00150
Step [640/1250] | Loss: 1.1448 | BPP: 0.2093 | MSE: 0.00111
Step [660/1250] | Loss: 1.5478 | BPP: 0.2462 | MSE: 0.00181
Step [680/1250] | Loss: 1.1517 | BPP: 0.2094 | MSE: 0.00117
Step [700/1250] | Loss: 0.9824 | BPP: 0.2224 | MSE: 0.00144
Step [720/1250] | Loss: 0.9915 | BPP: 0.2215 | MSE: 0.00175
Step [740/1250] | Loss: 0.9971 | BPP: 0.2172 | MSE: 0.00157
Step [760/1250] | Loss: 1.1142 | BPP: 0.2243 | MSE: 0.00142
Step [780/1250] | Loss: 1.0216 | BPP: 0.2376 | MSE: 0.00167
Step [800/1250] | Loss: 1.1167 | BPP: 0.2441 | MSE: 0.00167
Step [820/1250] | Loss: 0.8307 | BPP: 0.1870 | MSE: 0.00075
Step [840/1250] | Loss: 0.8926 | BPP: 0.2694 | MSE: 0.00225
Step [860/1250] | Loss: 0.9466 | BPP: 0.2459 | MSE: 0.00131
Step [880/1250] | Loss: 1.3532 | BPP: 0.2753 | MSE: 0.00306
Step [900/1250] | Loss: 0.7620 | BPP: 0.2746 | MSE: 0.00143
Step [920/1250] | Loss: 0.9922 | BPP: 0.2653 | MSE: 0.00155
Step [940/1250] | Loss: 1.0323 | BPP: 0.2787 | MSE: 0.00225
Step [960/1250] | Loss: 0.7521 | BPP: 0.2614 | MSE: 0.00135
Step [980/1250] | Loss: 0.8824 | BPP: 0.2936 | MSE: 0.00352
Step [1000/1250] | Loss: 0.6225 | BPP: 0.2481 | MSE: 0.00100
Step [1020/1250] | Loss: 0.6734 | BPP: 0.2713 | MSE: 0.00155
Step [1040/1250] | Loss: 0.7272 | BPP: 0.2745 | MSE: 0.00143
Step [1060/1250] | Loss: 0.7909 | BPP: 0.2913 | MSE: 0.00205
Step [1080/1250] | Loss: 0.6631 | BPP: 0.2565 | MSE: 0.00143
Step [1100/1250] | Loss: 0.7722 | BPP: 0.2919 | MSE: 0.00198
Step [1120/1250] | Loss: 0.5503 | BPP: 0.2468 | MSE: 0.00145
Step [1140/1250] | Loss: 0.6440 | BPP: 0.2688 | MSE: 0.00123
Step [1160/1250] | Loss: 0.4771 | BPP: 0.2326 | MSE: 0.00126
Step [1180/1250] | Loss: 0.5461 | BPP: 0.2395 | MSE: 0.00123
Step [1200/1250] | Loss: 0.7166 | BPP: 0.2787 | MSE: 0.00240
Step [1220/1250] | Loss: 0.5757 | BPP: 0.2492 | MSE: 0.00162
Step [1240/1250] | Loss: 0.6944 | BPP: 0.2693 | MSE: 0.00182
Saved: ./checkpoints/student_epoch_16_sub_route_compression_focus.pth

--- Epoch 17 | Focus: Compression Ratio (BPP) ---
Step [0/1250] | Loss: 0.8001 | BPP: 0.2715 | MSE: 0.00304
Step [20/1250] | Loss: 0.5409 | BPP: 0.2449 | MSE: 0.00178
Step [40/1250] | Loss: 0.5843 | BPP: 0.2462 | MSE: 0.00184
Step [60/1250] | Loss: 0.8480 | BPP: 0.2750 | MSE: 0.00248
Step [80/1250] | Loss: 0.5132 | BPP: 0.2432 | MSE: 0.00122
Step [100/1250] | Loss: 0.5255 | BPP: 0.2457 | MSE: 0.00129
Step [120/1250] | Loss: 0.5129 | BPP: 0.2453 | MSE: 0.00149
Step [140/1250] | Loss: 0.7212 | BPP: 0.2805 | MSE: 0.00272
Step [160/1250] | Loss: 0.6174 | BPP: 0.2726 | MSE: 0.00155
Step [180/1250] | Loss: 0.4468 | BPP: 0.2313 | MSE: 0.00107
Step [200/1250] | Loss: 0.5126 | BPP: 0.2366 | MSE: 0.00139
Step [220/1250] | Loss: 0.5266 | BPP: 0.2511 | MSE: 0.00139
Step [240/1250] | Loss: 0.5860 | BPP: 0.2431 | MSE: 0.00147
Step [260/1250] | Loss: 0.5380 | BPP: 0.2397 | MSE: 0.00143
Step [280/1250] | Loss: 0.4590 | BPP: 0.2347 | MSE: 0.00106
Step [300/1250] | Loss: 0.5926 | BPP: 0.2472 | MSE: 0.00233
Step [320/1250] | Loss: 0.4841 | BPP: 0.2304 | MSE: 0.00156
Step [340/1250] | Loss: 0.5597 | BPP: 0.2387 | MSE: 0.00190
Step [360/1250] | Loss: 0.5424 | BPP: 0.2361 | MSE: 0.00129
Step [380/1250] | Loss: 0.5362 | BPP: 0.2344 | MSE: 0.00141
Step [400/1250] | Loss: 0.5127 | BPP: 0.2427 | MSE: 0.00180
Step [420/1250] | Loss: 0.4194 | BPP: 0.2233 | MSE: 0.00105
Step [440/1250] | Loss: 0.6373 | BPP: 0.2582 | MSE: 0.00195
Step [460/1250] | Loss: 0.4676 | BPP: 0.2170 | MSE: 0.00107
Step [480/1250] | Loss: 0.4556 | BPP: 0.2258 | MSE: 0.00102
Step [500/1250] | Loss: 0.5976 | BPP: 0.2389 | MSE: 0.00175
